trans_hour,purchase_category,city_population,purchase_city_lat,purchase_city_long,amount,age,occupation,merchant_name,is_fraud
8,11,129,44.6255,-116.4493,21.22,55,58,295,0
8,2,331,40.4542,-98.6538,63.93,70,154,303,0
8,4,509,41.4972,-98.7858,67.37,40,24,639,0
8,11,4005,42.8062,-100.6215,7.15,75,124,155,0
8,1,4878,20.0827,-155.488,33.96,54,129,379,0
8,2,302,40.3207,-110.436,24.63,30,30,555,0
8,4,973849,37.3304,-121.7913,104.45,65,145,471,0
8,3,1789,41.1558,-101.136,53.04,38,103,558,0
8,4,2368,38.7897,-93.8702,113.35,31,83,570,0
8,8,2872,33.2887,-111.0985,132.79,33,128,153,0
8,2,149,48.8878,-118.2105,45.58,42,148,293,0
8,2,2368,38.7897,-93.8702,68.72,31,83,305,0
8,0,927396,38.6171,-90.4504,18.12,60,125,677,0
8,1,45303,33.615,-117.7114,57.98,51,144,341,0
8,4,1312922,33.5623,-112.0559,193.85,39,74,392,0
8,11,1631,40.1362,-95.2138,19.51,67,49,270,0
8,4,105549,33.9056,-118.0818,34.35,47,86,224,0
8,2,9512,38.9829,-93.9757,70.53,48,68,248,0
8,12,258,37.7175,-112.4777,166.05,59,91,561,0
8,8,100,41.0539,-106.0763,721.02,46,137,134,0
9,8,1312922,33.5623,-112.0559,17.62,39,74,78,0
9,2,4677,33.7163,-116.3381,48.36,65,108,415,0
9,4,93193,33.9143,-118.3493,87.02,25,7,282,0
9,2,1847,38.2911,-92.7059,51.24,32,152,183,0
9,8,3684,46.1966,-118.9017,11.06,39,121,41,0
9,4,1645,43.0048,-108.8964,98.09,44,88,637,0
9,4,258,37.7175,-112.4777,104.08,59,91,229,0
9,9,299480,45.6892,-122.6616,63.92,35,153,318,0
9,4,50489,47.4974,-122.0107,190.92,36,127,169,0
9,12,123,36.4992,-120.0936,120.64,47,79,428,0
9,11,899,32.9396,-105.8189,102.24,53,123,578,0
9,9,2078,41.71,-111.9817,9.45,57,31,520,0
9,11,759,46.7531,-121.9898,7.13,64,159,604,0
9,12,191096,44.0385,-123.0614,4.32,56,33,397,0
10,11,60,45.0838,-120.6649,6.83,78,118,361,0
10,2,732,40.201,-98.0684,60.53,64,156,389,0
10,9,59705,34.1248,-117.9031,40.2,37,66,634,0
10,11,467,38.5319,-93.9221,3.76,70,47,347,0
10,3,172817,34.1556,-118.2322,49.39,38,45,536,0
10,11,258,37.7175,-112.4777,9.37,59,91,361,0
10,9,633,37.7773,-119.0825,5.07,93,94,206,0
10,9,602,40.029,-93.1607,5.45,66,77,348,0
10,8,46,38.9999,-109.615,9.69,33,37,153,0
10,3,525713,38.8881,-104.6556,81.8,28,119,456,0
11,12,126,34.298,-114.156,145.17,28,113,524,0
11,2,519,40.4931,-91.8912,62.59,54,158,293,0
11,4,1661,33.6401,-116.5567,107.8,32,43,158,0
11,8,172817,34.1556,-118.2322,1.3,38,45,478,0
11,4,964,39.7795,-93.3014,111.33,46,157,88,0
11,8,648,40.7692,-103.0968,948.11,51,72,538,0
11,11,761,46.5901,-117.1692,6.79,77,63,192,0
11,2,1019,36.7154,-89.6287,70.73,41,46,150,0
11,3,565,39.7532,-105.6356,51.55,42,116,675,0
11,4,2368,38.7897,-93.8702,90.32,31,83,637,0
11,2,899,32.9396,-105.8189,69.59,53,123,353,0
11,4,172817,34.1556,-118.2322,92.24,38,45,367,0
11,2,18408,35.9866,-106.0654,66.33,48,95,140,0
11,8,9512,38.9829,-93.9757,77.03,48,68,525,0
11,3,757530,38.5662,-121.3286,63.58,41,112,675,0
12,13,1179,34.5189,-112.2523,9.81,65,4,462,0
12,5,123,36.4992,-120.0936,72.26,47,79,191,0
12,6,1517,40.8731,-96.1528,4.46,69,78,340,0
12,1,648,40.7692,-103.0968,45.37,51,72,480,0
12,1,1312922,33.5623,-112.0559,98.12,39,74,110,0
12,12,1661,33.6401,-116.5567,5.11,32,43,506,0
12,5,277,39.4584,-106.3851,78.39,35,97,406,0
12,10,1847,38.2911,-92.7059,4.43,32,152,567,0
12,1,1288,45.671,-121.8686,28.79,84,54,563,0
12,9,35439,38.4305,-90.387,55.77,35,106,348,0
12,0,34882,34.3795,-118.523,29.92,49,93,491,0
12,0,241,42.73,-104.7024,69.74,40,82,453,0
12,10,17047,33.5494,-111.9565,11.21,85,55,113,0
12,10,107941,37.6787,-122.478,11.12,29,3,9,0
12,12,85,48.34,-122.3456,3.64,36,29,231,0
12,7,1645,43.0048,-108.8964,51.6,44,88,364,0
12,12,271,39.7417,-93.6289,7.07,48,106,31,0
12,0,1745,41.6414,-96.5232,78.1,47,10,70,0
12,0,7268,34.9889,-106.0609,85.3,32,41,366,0
12,7,46,38.9999,-109.615,69.69,33,37,156,0
12,10,1241364,32.7185,-117.1593,10.33,33,73,300,0
12,10,73,41.4193,-99.3844,11.95,85,133,692,0
12,13,73,41.4193,-99.3844,5.86,85,133,356,0
12,10,206,40.9207,-96.168,100.65,53,97,223,0
12,13,104,40.3406,-120.2824,5.97,31,39,90,0
13,10,59705,34.1248,-117.9031,42.76,37,66,600,0
13,6,241,37.3272,-91.0243,10.58,46,105,22,0
13,6,2078,41.71,-111.9817,58.3,57,31,32,0
13,6,1631,40.1362,-95.2138,6.43,67,49,220,0
13,0,149,48.8878,-118.2105,17.93,42,148,613,0
13,11,34882,34.3795,-118.523,6.57,49,93,93,0
13,6,964,39.7795,-93.3014,94.31,46,157,267,0
13,7,128,40.0235,-120.7986,45.81,54,81,275,0
13,11,1490,20.0271,-155.3697,5.14,29,34,123,0
13,6,9772,38.5677,-109.5271,69.35,31,111,209,0
13,5,100,41.0539,-106.0763,86.83,46,137,357,0
13,6,899,32.9396,-105.8189,6.38,53,123,421,0
13,5,899,32.9396,-105.8189,96.76,53,123,569,0
13,6,129,44.6255,-116.4493,1.41,55,58,3,0
13,6,759,46.7531,-121.9898,6.74,64,159,486,0
13,11,320420,39.5994,-105.0044,2.12,45,160,440,0
13,11,27971,41.606,-109.23,61.44,36,120,391,0
13,1,1201,36.6704,-93.0377,62.23,40,9,594,0
13,5,217,42.825,-124.4409,8.64,92,143,295,0
13,5,761,46.5901,-117.1692,26.69,77,63,64,0
13,10,732,40.201,-98.0684,230.16,64,156,80,0
13,11,92608,38.577,-90.5255,9.73,19,14,403,0
13,9,149,48.8878,-118.2105,8.74,42,148,117,0
14,9,9772,38.5677,-109.5271,13.23,31,111,621,0
14,5,198,38.046,-122.1866,6.06,61,51,418,0
14,6,54287,33.7467,-117.1721,1.52,48,5,331,0
14,0,94014,38.4549,-122.2564,81.38,35,48,677,0
14,10,94014,38.4549,-122.2564,41.35,35,48,152,0
14,6,606,36.6659,-105.4694,6.77,32,36,641,0
14,12,105549,33.9056,-118.0818,3.4,47,86,467,0
14,6,320420,39.5994,-105.0044,25.42,45,160,605,0
14,12,35439,38.4305,-90.387,2.94,35,106,292,0
14,1,1745,41.6414,-96.5232,10.99,47,10,473,0
14,1,129,44.6255,-116.4493,36.08,55,58,175,0
14,5,50489,47.4974,-122.0107,81.77,36,127,589,0
14,5,107941,37.6787,-122.478,75.92,29,3,345,0
14,0,1645,43.0048,-108.8964,25.28,34,102,430,0
14,7,17047,33.5494,-111.9565,90.8,85,55,609,0
14,0,299480,45.6892,-122.6616,79.38,35,153,70,0
14,11,1661,33.6401,-116.5567,1.32,32,43,370,0
14,12,27971,41.606,-109.23,41.8,36,120,658,0
14,7,92337,39.8854,-105.1139,42.2,53,15,572,0
14,6,710,38.8874,-91.7689,82.38,50,92,580,0
14,7,337,38.2427,-122.9145,71.55,66,126,371,0
14,0,129,44.6255,-116.4493,24.14,55,58,325,0
14,13,93193,33.9143,-118.3493,3.44,25,7,329,0
14,7,732,40.201,-98.0684,3.92,64,156,235,0
14,11,54287,33.7467,-117.1721,134.83,48,5,440,0
14,6,1312922,33.5623,-112.0559,44.74,39,74,35,0
15,6,50489,47.4974,-122.0107,64.45,36,127,633,0
15,0,258,37.7175,-112.4777,8.88,59,91,632,0
15,5,123373,39.1412,-94.3515,49.19,28,18,691,0
15,10,17047,33.5494,-111.9565,10.48,85,55,676,0
15,10,105549,33.9056,-118.0818,122.53,47,86,585,0
15,13,895,47.2271,-117.0819,2.91,21,69,380,0
15,7,128,40.0235,-120.7986,111.21,54,81,541,0
15,7,247,36.1486,-105.6648,38.5,59,50,299,0
15,0,1201,36.6704,-93.0377,68.79,40,9,321,0
15,13,895,47.2271,-117.0819,9.28,21,69,298,0
15,0,566,42.277,-97.1926,77.91,45,117,98,0
15,1,61,39.3199,-106.6596,8.25,81,138,545,0
15,10,2872,33.2887,-111.0985,34.0,33,128,687,0
15,7,509,41.4972,-98.7858,15.24,40,24,550,0
15,5,206,40.9207,-96.168,2.82,53,97,342,0
15,6,633,37.7773,-119.0825,3.92,93,94,35,0
15,7,19408,43.0351,-108.2024,138.7,27,23,59,0
15,11,1789,41.1558,-101.136,6.72,38,103,49,0
15,1,128,40.0235,-120.7986,8.56,54,81,96,0
15,12,105549,33.9056,-118.0818,7.47,47,86,514,0
15,13,584,47.4852,-120.4158,57.8,51,115,54,0
15,13,832,38.5234,-120.6763,429.45,33,99,99,0
15,0,1201,36.6704,-93.0377,76.55,40,9,350,0
15,5,381459,37.7878,-122.1884,44.04,46,53,617,0
15,12,320420,39.5994,-105.0044,51.84,45,160,561,0
15,7,11256,39.047,-122.9328,14.05,48,131,598,0
15,11,895,47.2271,-117.0819,87.0,21,69,93,0
15,13,1847,38.2911,-92.7059,5.08,32,152,662,0
15,11,105549,33.9056,-118.0818,1.13,47,86,346,0
15,10,54287,33.7467,-117.1721,60.57,48,5,529,0
15,7,54287,33.7467,-117.1721,122.64,48,5,364,0
15,8,1312922,33.8155,-112.1202,55.86,21,75,349,0
15,9,241,42.73,-104.7024,2.47,40,82,618,0
15,12,19408,43.0351,-108.2024,7.11,27,23,247,0
15,10,369,44.7957,-110.6137,173.52,79,114,113,0
15,5,895,47.2271,-117.0819,33.06,21,69,219,0
15,7,9772,38.5677,-109.5271,60.65,31,111,182,0
16,5,34882,34.3795,-118.523,22.39,49,93,475,0
16,7,1645,43.0048,-108.8964,32.01,34,102,601,0
16,10,1288,45.671,-121.8686,26.15,84,54,223,0
16,5,14871,48.4786,-122.3345,50.74,46,136,18,0
16,7,1789,41.1558,-101.136,7.67,38,103,592,0
16,0,1139,40.507,-123.9743,132.29,69,44,301,0
16,12,19408,43.0351,-108.2024,5.32,27,23,7,0
16,9,1930,41.9404,-124.1587,1.62,37,161,656,0
16,12,241,42.73,-104.7024,9.6,40,82,419,0
16,10,14871,48.4786,-122.3345,111.78,46,136,407,0
16,12,54287,33.7467,-117.1721,9.79,48,5,45,0
16,13,35439,38.4305,-90.387,9.68,35,106,654,0
16,10,46,38.9999,-109.615,52.39,33,37,127,0
16,12,54287,33.7467,-117.1721,43.39,48,5,650,0
16,12,1930,41.9404,-124.1587,2.23,37,161,128,0
16,1,1252,44.9897,-122.6187,68.33,83,17,252,0
16,0,145,64.7556,-165.6723,29.62,81,1,277,0
16,0,7268,34.9889,-106.0609,23.71,32,41,491,0
16,1,1645,43.0048,-108.8964,59.99,44,88,2,0
16,11,34882,34.3795,-118.523,96.16,49,93,79,0
16,5,606,36.6659,-105.4694,41.42,32,36,342,0
16,0,260,43.7857,-124.1437,4.26,64,16,302,0
16,11,28278,45.3099,-122.9685,8.62,43,142,268,0
16,6,207,39.6171,-102.4776,159.06,65,124,340,0
16,12,641349,35.1506,-106.569,17.37,44,65,185,0
17,10,299480,45.6892,-122.6616,11.07,35,153,574,0
17,11,42384,40.3928,-111.7941,4.16,28,90,167,0
17,9,92608,38.577,-90.5255,1.64,19,14,652,0
17,6,2368,38.7897,-93.8702,77.16,31,83,552,0
17,6,584,47.4852,-120.4158,30.15,51,115,209,0
17,11,11256,39.047,-122.9328,6.65,48,131,61,0
17,5,18408,35.9866,-106.0654,191.09,48,95,68,0
17,7,1631,40.1362,-95.2138,5.11,67,49,275,0
17,7,13983,40.8874,-111.9027,49.24,41,103,598,0
17,5,832,38.5234,-120.6763,74.07,33,99,219,0
17,12,84106,43.6498,-116.4306,6.96,49,104,650,0
17,0,2368,38.7897,-93.8702,14.12,31,83,613,0
17,0,471,43.0172,-111.0292,24.74,53,8,632,0
17,12,149,48.8878,-118.2105,8.22,42,148,548,0
17,13,1302,45.8289,-118.4971,587.15,44,78,662,0
17,13,732,40.201,-98.0684,2.94,64,156,141,0
17,0,129,44.6255,-116.4493,13.58,55,58,315,0
17,1,9772,38.5677,-109.5271,98.81,31,111,448,0
17,12,302,40.3207,-110.436,1.24,30,30,351,0
17,11,14871,48.4786,-122.3345,5.88,46,136,565,0
17,10,1241364,33.0067,-117.069,18.55,61,61,567,0
17,7,198,38.046,-122.1866,69.41,61,51,541,0
17,0,923,35.4311,-105.9409,20.15,56,138,309,0
17,1,381459,37.7878,-122.1884,9.41,46,53,447,0
17,12,42817,45.4093,-122.6847,21.52,38,130,314,0
17,9,85,48.34,-122.3456,9.36,36,29,117,0
17,1,172817,34.1556,-118.2322,30.72,38,45,65,0
17,5,34882,34.3795,-118.523,39.88,49,93,68,0
18,11,760,36.7651,-94.0492,6.09,35,135,361,0
18,5,4005,42.8062,-100.6215,160.56,75,124,406,0
18,10,151815,38.2352,-104.66,76.68,32,89,603,0
18,7,45303,33.615,-117.7114,49.63,51,144,253,0
18,0,54287,33.7467,-117.1721,101.92,48,5,624,0
18,7,1490,20.0271,-155.3697,32.75,29,34,310,0
18,0,34882,34.3795,-118.523,113.56,49,93,309,0
18,11,1490,20.0271,-155.3697,6.57,29,34,79,0
18,7,50489,47.4974,-122.0107,17.05,36,127,261,0
18,6,191096,44.0385,-123.0614,150.99,56,33,284,0
18,12,19408,43.0351,-108.2024,7.42,27,23,157,0
18,11,9772,38.5677,-109.5271,7.35,31,111,143,0
18,10,73,41.4193,-99.3844,50.62,85,133,585,0
18,10,19408,43.0351,-108.2024,16.5,27,23,533,0
18,12,9772,38.5677,-109.5271,9.91,31,111,506,0
18,11,123373,39.1412,-94.3515,1112.26,28,18,142,0
18,1,1789,41.1558,-101.136,11.89,38,103,689,0
18,11,973849,37.3304,-121.7913,4.0,23,91,361,0
18,5,635,41.6423,-104.1974,18.94,47,134,589,0
18,11,1745,41.6414,-96.5232,9.7,47,10,564,0
18,13,757530,38.5662,-121.3286,8.63,41,112,148,0
19,10,172817,34.1556,-118.2322,87.99,38,45,407,0
19,7,1847,38.2911,-92.7059,41.36,32,152,244,0
19,6,2368,38.7897,-93.8702,12.88,31,83,111,0
19,6,277,39.4584,-106.3851,78.21,35,97,66,0
19,11,760,36.7651,-94.0492,5.41,35,135,270,0
19,6,241,37.3272,-91.0243,125.36,46,105,166,0
19,0,18408,35.9866,-106.0654,19.29,48,95,25,0
19,5,2872,33.2887,-111.0985,87.65,33,128,342,0
19,6,509,41.4972,-98.7858,58.98,40,24,130,0
19,7,9512,38.9829,-93.9757,13.26,48,68,541,0
19,11,11256,39.047,-122.9328,2.65,48,131,79,0
19,12,310,35.0203,-106.5503,63.6,42,36,204,0
19,12,46,38.9999,-109.615,2.58,33,37,56,0
19,6,1146,39.3465,-90.9362,9.19,91,84,360,0
19,5,1490,20.0271,-155.3697,71.24,29,34,100,0
19,12,84106,43.6498,-116.4306,6.88,49,104,419,0
19,7,42817,45.4093,-122.6847,61.64,38,130,678,0
19,1,1847,38.2911,-92.7059,74.6,32,152,493,0
19,6,1063,41.6964,-96.9858,7.82,92,140,484,0
19,7,509,41.4972,-98.7858,51.1,40,24,115,0
19,0,18408,35.9866,-106.0654,211.23,48,95,624,0
19,9,105549,33.9056,-118.0818,85.29,47,86,279,0
19,7,633,37.7773,-119.0825,76.53,93,94,235,0
19,10,1725,39.8127,-120.6405,52.47,53,60,676,0
19,0,73,41.4193,-99.3844,115.04,85,133,215,0
20,6,241,37.3272,-91.0243,189.27,46,105,246,0
20,7,899,32.9396,-105.8189,4.45,53,123,151,0
20,11,35371,41.4247,-105.4781,7.78,32,27,1,0
20,9,241,37.3272,-91.0243,3.33,46,105,656,0
20,1,73,41.4193,-99.3844,49.3,85,133,635,0
20,11,545147,38.9621,-94.5959,9.98,33,76,93,0
20,5,1302,45.8289,-118.4971,77.92,44,78,124,0
20,11,3684,46.1966,-118.9017,55.08,39,121,564,0
20,13,206,40.9207,-96.168,1.13,53,97,33,0
20,12,241,42.73,-104.7024,7.48,40,82,56,0
20,0,337,38.2427,-122.9145,17.79,66,126,315,0
20,13,895,47.2271,-117.0819,9.69,21,69,466,0
20,5,73,41.4193,-99.3844,89.58,85,133,226,0
20,12,19408,43.0351,-108.2024,8.16,27,23,597,0
20,0,49,41.0552,-110.1603,69.28,39,142,362,0
20,7,107941,37.6787,-122.478,64.85,29,3,490,0
20,11,973849,37.3304,-121.7913,2.65,23,91,498,0
20,10,1288,45.671,-121.8686,344.59,84,54,108,0
20,0,1745,41.6414,-96.5232,38.81,47,10,315,0
20,7,589,41.6125,-122.5258,57.83,75,149,260,0
20,6,1312922,33.5623,-112.0559,1.61,39,74,568,0
20,7,614,41.1832,-96.9882,26.94,53,52,235,0
20,1,93193,33.9143,-118.3493,8.67,25,7,228,0
20,0,35371,41.4247,-105.4781,146.17,32,27,455,0
20,6,1063,41.6964,-96.9858,44.17,92,140,111,0
20,11,1490,20.0271,-155.3697,6.79,29,34,604,0
20,10,126,34.298,-114.156,71.62,28,113,434,0
20,7,320420,39.5994,-105.0044,273.54,45,160,201,0
20,9,7268,34.9889,-106.0609,6.29,32,41,649,0
20,7,107941,37.6787,-122.478,39.7,29,3,29,0
20,9,46,38.9999,-109.615,43.31,33,37,618,0
20,10,308,41.5403,-122.9366,1.47,62,56,676,0
20,9,50489,47.4974,-122.0107,348.65,36,127,319,0
21,0,761,46.5901,-117.1692,39.51,77,63,70,0
21,7,260,43.7857,-124.1437,27.58,64,16,490,0
21,7,171170,34.5715,-118.0231,59.51,57,62,115,0
21,12,94014,38.4549,-122.2564,25.71,35,48,514,0
21,5,635,41.6423,-104.1974,10.03,47,134,219,0
21,6,5662,35.7206,-108.0271,50.52,31,98,522,0
21,0,206,40.9207,-96.168,37.71,53,97,660,0
21,0,206,40.9207,-96.168,20.03,53,97,218,0
21,10,241,42.73,-104.7024,11.23,40,82,53,0
21,13,381459,37.7878,-122.1884,9.08,46,53,69,0
21,6,589,41.6125,-122.5258,9.06,75,149,205,0
21,5,602,40.029,-93.1607,87.48,66,77,475,0
21,13,123,36.4992,-120.0936,454.65,47,79,575,0
21,10,565,39.7532,-105.6356,73.97,42,116,629,0
21,1,241,42.73,-104.7024,33.95,40,82,312,0
21,6,123,36.4992,-120.0936,71.95,47,79,633,0
21,10,1725,39.8127,-120.6405,98.07,53,60,574,0
21,6,11256,39.047,-122.9328,67.84,48,131,522,0
21,10,299480,45.6892,-122.6616,81.79,35,153,434,0
21,9,85,48.34,-122.3456,4.02,36,29,279,0
21,1,1139,40.507,-123.9743,17.42,69,44,614,0
21,10,1120,36.0434,-90.2907,4.66,63,155,239,0
21,0,597,43.7575,-122.481,9.73,59,87,330,0
22,10,1745,41.6414,-96.5232,78.02,47,10,469,0
22,7,198,38.046,-122.1866,81.87,61,51,211,0
22,6,565,39.7532,-105.6356,82.3,42,116,137,0
22,6,1139,40.507,-123.9743,85.96,69,44,484,0
22,10,14871,48.4786,-122.3345,63.39,46,136,9,0
22,7,310,35.0203,-106.5503,102.02,42,36,151,0
22,7,589,41.6125,-122.5258,56.5,75,149,598,0
22,6,471,43.0172,-111.0292,92.41,53,8,484,0
22,12,59705,34.1248,-117.9031,37.84,37,66,428,0
22,10,614,41.1832,-96.9882,18.67,53,52,127,0
22,10,247,36.1486,-105.6648,40.27,59,50,676,0
22,0,308,41.5403,-122.9366,16.42,62,56,573,0
22,11,8874,33.3305,-105.6933,6.45,20,109,89,0
22,7,27971,41.606,-109.23,15.04,36,120,299,0
22,0,11256,39.047,-122.9328,137.12,48,131,215,0
22,13,207,39.6171,-102.4776,2.58,65,124,662,0
22,10,11256,39.047,-122.9328,71.18,48,131,318,0
22,12,93193,33.9143,-118.3493,8.36,25,7,428,0
22,1,565,39.7532,-105.6356,72.21,42,116,175,0
22,6,899,32.9396,-105.8189,69.79,53,123,376,0
22,0,832,38.5234,-120.6763,75.84,33,99,218,0
22,10,832,38.5234,-120.6763,71.12,33,99,152,0
22,12,123373,39.1412,-94.3515,5.75,28,18,428,0
22,7,1312922,33.8155,-112.1202,51.14,21,75,501,0
22,13,46,38.9999,-109.615,8.19,33,37,507,0
22,10,4005,42.8062,-100.6215,44.79,75,124,127,0
22,5,35371,41.4247,-105.4781,19.17,32,27,24,0
22,12,299480,45.6892,-122.6616,28.07,35,153,185,0
23,0,320420,39.5994,-105.0044,59.8,45,160,135,0
23,8,85,48.34,-122.3456,72.35,36,29,63,0
23,6,94014,38.4549,-122.2564,130.24,35,48,22,0
23,5,128,40.0235,-120.7986,71.07,54,81,470,0
23,11,241,42.73,-104.7024,8.87,40,82,105,0
23,5,1725,39.8127,-120.6405,22.61,53,60,55,0
23,7,964,39.7795,-93.3014,43.37,46,157,668,0
23,10,73,41.4193,-99.3844,212.5,85,133,199,0
23,7,45303,33.615,-117.7114,59.67,51,144,598,0
23,11,19408,43.0351,-108.2024,6.87,27,23,391,0
23,10,641349,35.1506,-106.569,37.73,44,65,239,0
23,10,525713,38.8881,-104.6556,47.06,28,119,254,0
23,9,35439,38.4305,-90.387,237.36,35,106,644,0
23,10,207,39.6171,-102.4776,50.8,65,124,213,0
0,9,207,39.6171,-102.4776,7.22,65,124,682,0
0,9,1645,43.0048,-108.8964,29.95,44,88,436,0
0,8,105549,33.9056,-118.0818,8.5,47,86,414,0
0,2,467,38.5319,-93.9221,42.67,70,47,139,0
0,4,1063,41.6964,-96.9858,92.27,92,140,450,0
0,2,7268,34.9889,-106.0609,98.78,32,41,132,0
0,12,129,44.6255,-116.4493,1.77,55,58,397,0
0,9,107941,37.6787,-122.478,54.36,29,3,621,0
0,4,172817,34.1556,-118.2322,43.18,38,45,684,0
0,8,310,35.0203,-106.5503,5.19,42,36,76,0
0,2,337,38.2427,-122.9145,54.61,66,126,104,0
0,2,381459,37.7878,-122.1884,83.6,46,53,140,0
0,0,1063,41.6964,-96.9858,72.88,92,140,624,0
0,4,105549,33.9056,-118.0818,47.37,47,86,412,0
0,1,3805,40.4815,-92.9951,129.55,70,21,52,0
0,2,2368,38.7897,-93.8702,79.79,31,83,389,0
0,3,100,41.0539,-106.0763,62.92,46,137,179,0
0,4,606,36.6659,-105.4694,72.66,32,36,43,0
0,4,628,38.6547,-92.8929,118.46,59,28,234,0
1,3,107941,37.6787,-122.478,72.88,29,3,557,0
1,2,1661,33.6401,-116.5567,53.66,32,43,189,0
1,12,4005,42.8062,-100.6215,7.98,75,124,561,0
1,8,46,38.9999,-109.615,23.59,33,37,525,0
1,11,633,37.7773,-119.0825,75.42,93,94,225,0
1,4,277,39.4584,-106.3851,94.83,35,97,483,0
1,3,1847,38.2911,-92.7059,40.9,32,152,193,0
1,2,589,41.6125,-122.5258,47.58,75,149,293,0
1,4,1745,41.6414,-96.5232,97.09,47,10,106,0
1,4,100,41.0539,-106.0763,125.8,46,137,526,0
1,4,19408,43.0351,-108.2024,44.66,27,23,224,0
1,11,633,37.7773,-119.0825,9.92,93,94,523,0
1,2,7268,34.9889,-106.0609,65.46,32,41,145,0
1,11,331,40.4542,-98.6538,8.18,70,154,472,0
1,11,191096,44.0385,-123.0614,6.06,56,33,212,0
1,2,18408,35.9866,-106.0654,62.95,48,95,183,0
1,8,320420,39.5994,-105.0044,8.35,45,160,297,0
1,8,50489,47.4974,-122.0107,4.6,36,127,147,0
1,2,467,38.5319,-93.9221,43.3,70,47,145,0
2,8,1725,39.8127,-120.6405,28.03,53,60,479,0
2,4,519,40.4931,-91.8912,124.23,54,158,133,0
2,3,641,42.8801,-117.281,48.69,27,80,579,0
2,12,92043,34.0287,-118.4924,15.76,59,4,474,0
2,8,198,38.046,-122.1866,108.65,61,51,525,0
2,8,1201,36.6704,-93.0377,95.34,40,9,690,0
2,8,241,42.73,-104.7024,7.2,40,82,328,0
2,2,1749,41.366,-98.0054,65.01,47,38,296,0
2,0,92043,34.0287,-118.4924,178.9,59,4,366,0
2,8,27971,41.606,-109.23,2.51,36,120,322,0
2,11,2078,41.71,-111.9817,34.79,57,31,295,0
2,2,105549,33.9056,-118.0818,128.87,47,86,454,0
2,4,899,32.9396,-105.8189,138.81,53,123,661,0
2,9,1645,43.0048,-108.8964,34.16,44,88,102,0
2,4,123373,39.1412,-94.3515,214.87,28,18,313,0
2,4,94014,38.4549,-122.2564,198.07,35,48,477,0
2,9,2383912,34.0443,-118.2509,39.55,61,22,188,0
2,2,260,43.7857,-124.1437,34.0,64,16,461,0
2,9,191096,44.0385,-123.0614,46.01,56,33,188,0
2,2,105549,33.9056,-118.0818,58.94,47,86,303,0
2,11,198,38.046,-122.1866,2.61,61,51,361,0
3,12,648,40.7692,-103.0968,5.25,51,72,292,0
3,0,17047,33.5494,-111.9565,6.9,85,55,429,0
3,2,276,40.7268,-124.2174,77.66,91,31,183,0
3,4,757530,38.5662,-121.3286,45.79,41,112,477,0
3,3,757530,38.5662,-121.3286,24.38,41,112,558,0
3,2,241,37.3272,-91.0243,45.89,46,105,387,0
3,4,50489,47.4974,-122.0107,161.33,36,127,313,0
3,2,1789,41.1558,-101.136,37.9,38,103,606,0
3,2,258,37.7175,-112.4777,63.34,59,91,461,0
3,8,61,39.3199,-106.6596,4.29,81,138,60,0
3,3,11256,39.047,-122.9328,85.65,48,131,686,0
3,1,17047,33.5494,-111.9565,15.17,85,55,449,0
3,2,1847,38.2911,-92.7059,58.0,32,152,303,0
3,2,628,38.6547,-92.8929,85.13,59,28,104,0
3,12,633,37.7773,-119.0825,9.17,93,94,411,0
4,2,899,32.9396,-105.8189,59.21,53,123,48,0
4,3,258,37.7175,-112.4777,19.32,59,91,481,0
4,2,2368,38.7897,-93.8702,33.88,31,83,139,0
4,8,94014,38.4549,-122.2564,26.08,35,48,511,0
4,4,1241364,33.0067,-117.069,85.64,61,61,229,0
4,9,3684,46.1966,-118.9017,66.87,39,121,656,0
4,3,1789,41.1558,-101.136,47.88,38,103,485,0
4,12,45303,33.615,-117.7114,8.34,51,144,658,0
4,11,92043,34.0287,-118.4924,8.45,59,4,6,0
4,9,107941,37.6787,-122.478,158.4,29,3,332,0
4,8,299480,45.6892,-122.6616,37.5,35,153,328,0
4,3,1789,41.1558,-101.136,37.59,38,103,304,0
4,3,172817,34.1556,-118.2322,31.31,38,45,84,0
4,9,1241364,33.0067,-117.069,132.03,61,61,602,0
4,2,1631,40.1362,-95.2138,95.96,67,49,535,0
4,8,2368,38.7897,-93.8702,3.75,31,83,511,0
4,8,60,45.0838,-120.6649,31.08,78,118,76,0
4,9,84106,43.6498,-116.4306,105.67,49,104,378,0
4,4,123,36.4992,-120.0936,98.03,47,79,503,0
4,2,172817,34.1556,-118.2322,56.74,38,45,255,0
4,2,1847,38.2911,-92.7059,42.52,32,152,91,0
5,2,589,41.6125,-122.5258,47.93,75,149,333,0
5,2,206,40.9207,-96.168,52.04,53,97,454,0
5,2,1302,45.8289,-118.4971,67.42,44,78,495,0
5,9,545147,38.9621,-94.5959,22.83,33,76,230,0
5,1,4593,39.4336,-91.0664,50.93,80,40,493,0
5,3,1645,43.0048,-108.8964,44.27,34,102,394,0
5,12,123,36.4992,-120.0936,134.35,47,79,548,0
5,8,94014,38.4549,-122.2564,14.59,35,48,47,0
5,8,198,38.046,-122.1866,3.09,61,51,307,0
5,2,310,35.0203,-106.5503,53.25,42,36,512,0
5,2,1631,40.1362,-95.2138,43.89,67,49,181,0
5,9,899,32.9396,-105.8189,195.2,53,123,318,0
